Problem no : 4
Source:  (90.36295, 23.80874)
Destination:  (90.40737, 23.73176)
Time : 19 : 17. Cost: 0.26912367873649695৳ . Ride Car from  (90.374845, 23.792558) to (90.374966, 23.792273)
Time : 19 : 17. Cost: 0.14901917336437645৳ . Ride Car from  (90.374966, 23.792273) to (90.375033, 23.792114)
Time : 19 : 17. Cost: 0.4826400200832939৳ . Ride Car from  (90.375033, 23.792114) to (90.37525, 23.791618)
Time : 19 : 17. Cost: 0.028913982852337306৳ . Ride Car from  (90.37525, 23.791618) to (90.375263, 23.791588)
Time : 19 : 17. Cost: 0.20239744795958278৳ . Ride Car from  (90.375263, 23.791588) to (90.375354, 23.79138)
Time : 19 : 17. Cost: 0.44038139198384985৳ . Ride Car from  (90.375354, 23.79138) to (90.375552, 23.790927)
Time : 19 : 17. Cost: 0.4248121872219438৳ . Ride Car from  (90.375552, 23.790927) to (90.375743, 23.790491)
Time : 19 : 17. Cost: 1.619764068459317৳ . Ride Metro from shewra para(90.375743, 23.790491) to  Taltola (90.378656, 23.783412)
Time : 19 : 18. Cost: 0.08007304036503435৳ . Ride Car from  (90.378656, 23.783412) to (90.378692, 23.783314999999998)
Time : 19 : 18. Cost: 0.29805755316017957৳ . Ride Car from  (90.378692, 23.783314999999998) to (90.378826, 23.782925)
Time : 19 : 18. Cost: 0.11343970297315098৳ . Ride Car from  (90.378826, 23.782925) to (90.378877, 23.782777)
Time : 19 : 18. Cost: 0.6762204381690061৳ . Ride Car from  (90.378877, 23.782777) to (90.379181, 23.781792000000003)
Time : 19 : 18. Cost: 0.10454812500438171৳ . Ride Car from  (90.379181, 23.781792000000003) to (90.379228, 23.781637)
Time : 19 : 18. Cost: 0.7896751948885647৳ . Ride Car from  (90.379228, 23.781637) to (90.379583, 23.780457000000002)
Time : 19 : 18. Cost: 0.020019646770194265৳ . Ride Car from  (90.379583, 23.780457000000002) to (90.379592, 23.780428)
Time : 19 : 18. Cost: 0.6717997447856141৳ . Ride Car from  (90.379592, 23.780428) to (90.379894, 23.779366)
Time : 19 : 18. Cost: 0.4070839104180382৳ . Ride Car from  (90.379894, 23.779366) to (90.380077, 23.778723)
Time : 19 : 18. Cost: 0.8163503166894642৳ . Ride Car from  (90.380077, 23.778723) to (90.380444, 23.777563)
Time : 19 : 18. Cost: 0.5294040870810393৳ . Ride Car from  (90.380444, 23.777563) to (90.380682, 23.776812)
Time : 19 : 18. Cost: 0.27359899268341653৳ . Ride Car from  (90.380682, 23.776812) to (90.38080500000001, 23.776426)
Time : 19 : 18. Cost: 1.4392387725671532৳ . Ride Car from  (90.38080500000001, 23.776426) to (90.381452, 23.774201)
Time : 19 : 18. Cost: 0.49161010416547574৳ . Ride Car from  (90.381452, 23.774201) to (90.38167299999999, 23.773442000000003)
Time : 19 : 18. Cost: 0.0689574136809257৳ . Ride Car from  (90.38167299999999, 23.773442000000003) to (90.381704, 23.77334)
Time : 19 : 18. Cost: 0.4181922452638526৳ . Ride Car from  (90.381704, 23.77334) to (90.38189200000001, 23.772725)
Time : 19 : 18. Cost: 0.5894563948212641৳ . Ride Car from  (90.38189200000001, 23.772725) to (90.38215699999999, 23.771912)
Time : 19 : 18. Cost: 0.07562768692865894৳ . Ride Car from  (90.38215699999999, 23.771912) to (90.382191, 23.771810000000002)
Time : 19 : 18. Cost: 0.6116952201090197৳ . Ride Car from  (90.382191, 23.771810000000002) to (90.38246600000001, 23.770982999999998)
Time : 19 : 18. Cost: 0.0734346224100364৳ . Ride Car from  (90.38246600000001, 23.770982999999998) to (90.382499, 23.770808)
Time : 19 : 19. Cost: 0.16472145927682302৳ . Ride Car from  (90.382499, 23.770808) to (90.382573, 23.770329999999998)
Time : 19 : 19. Cost: 0.1914105195049925৳ . Ride Car from  (90.382573, 23.770329999999998) to (90.38265899999999, 23.769810999999997)
Time : 19 : 19. Cost: 0.45157635425804776৳ . Ride Car from  (90.38265899999999, 23.769810999999997) to (90.382862, 23.769095999999998)
Time : 19 : 19. Cost: 0.46934389647699126৳ . Ride Car from  (90.382862, 23.769095999999998) to (90.383073, 23.76844)
Time : 19 : 19. Cost: 0.25039256950426725৳ . Ride Car from  (90.383073, 23.76844) to (90.383185, 23.766716)
Time : 19 : 19. Cost: 0.14037187671757836৳ . Ride Car from  (90.383185, 23.766716) to (90.383248, 23.766135000000002)
Time : 19 : 19. Cost: 0.31836533185021026৳ . Ride Car from  (90.383248, 23.766135000000002) to (90.383391, 23.765135)
Time : 19 : 19. Cost: 2.1727488913751207৳ . Ride Car from  (90.383391, 23.765135) to (90.38436800000001, 23.765113)
Time : 19 : 19. Cost: 2.6642319709596576৳ . Ride Car from  (90.38436800000001, 23.765113) to (90.385566, 23.764922)
Time : 19 : 19. Cost: 7.7703060343136৳ . Ride Car from  (90.385566, 23.764922) to (90.38906, 23.764362)
Time : 19 : 20. Cost: 0.10241845740567765৳ . Ride Car from  (90.38906, 23.764362) to (90.38910600000001, 23.764035)
Time : 19 : 20. Cost: 0.04073903857330672৳ . Ride Car from  (90.38910600000001, 23.764035) to (90.389124, 23.763534)
Time : 19 : 20. Cost: 0.0982469621723974৳ . Ride Car from  (90.389124, 23.763534) to (90.38916800000001, 23.762951)
Time : 19 : 20. Cost: 0.0356943217654756৳ . Ride Car from  (90.38916800000001, 23.762951) to (90.389184, 23.762764)
Time : 19 : 20. Cost: 0.0379196887711161৳ . Ride Car from  (90.389184, 23.762764) to (90.389201, 23.76257)
Time : 19 : 20. Cost: 0.09364753470824572৳ . Ride Car from  (90.389201, 23.76257) to (90.38924300000001, 23.762123000000003)
Time : 19 : 20. Cost: 0.04456011394674077৳ . Ride Car from  (90.38924300000001, 23.762123000000003) to (90.389263, 23.761944)
Time : 19 : 20. Cost: 0.21388117890058264৳ . Ride Car from  (90.389263, 23.761944) to (90.389359, 23.761093)
Time : 19 : 20. Cost: 0.32486500434747534৳ . Ride Car from  (90.389359, 23.761093) to (90.389505, 23.760385999999997)
Time : 19 : 20. Cost: 0.051168987751038716৳ . Ride Car from  (90.389505, 23.760385999999997) to (90.389528, 23.760293)
Time : 19 : 20. Cost: 0.29143639954200923৳ . Ride Car from  (90.389528, 23.760293) to (90.389659, 23.759774)
Time : 19 : 20. Cost: 0.3359309058133243৳ . Ride Car from  (90.389659, 23.759774) to (90.38981, 23.759175)
Time : 19 : 20. Cost: 0.06895615505117239৳ . Ride Car from  (90.38981, 23.759175) to (90.389841, 23.759079)
Time : 19 : 20. Cost: 0.6249691402823848৳ . Ride Car from  (90.389841, 23.759079) to (90.39012199999999, 23.758538)
Time : 19 : 20. Cost: 0.07787228749070738৳ . Ride Car from  (90.39012199999999, 23.758538) to (90.39015699999999, 23.758382)
Time : 19 : 21. Cost: 2.426565479535592৳ .  Ride Uttara Bus from  Farm gate. Karwan Bazar(90.39015699999999, 23.758382) to nan (90.393274, 23.750220000000002)
Time : 19 : 22. Cost: 1.325041683886519৳ .  Ride Uttara Bus from  Karwan Bazar(90.393274, 23.750220000000002) to  Bangla Motor (90.394976, 23.745276999999998)
Time : 19 : 22. Cost: 0.43378335757187464৳ . Ride Car from  (90.394976, 23.745276999999998) to (90.39517099999999, 23.744603)
Time : 19 : 22. Cost: 0.4115154628191293৳ . Ride Car from  (90.39517099999999, 23.744603) to (90.395356, 23.744029)
Time : 19 : 22. Cost: 0.23133096612262893৳ . Ride Car from  (90.395356, 23.744029) to (90.39546, 23.74373)
Time : 19 : 22. Cost: 0.7429277720672585৳ . Ride Car from  (90.39546, 23.74373) to (90.395794, 23.742772)
Time : 19 : 23. Cost: 0.06897634051149427৳ . Ride Car from  (90.395794, 23.742772) to (90.395825, 23.742628)
Time : 19 : 23. Cost: 0.1913510635245198৳ . Ride Car from  (90.395825, 23.742628) to (90.395911, 23.742234)
Time : 19 : 23. Cost: 0.4580387079704556৳ .  Ride Uttara Bus from  Sheraton(90.395911, 23.742234) to  Shahbag (90.396206, 23.738159)
Time : 19 : 23. Cost: 1.601206943980166৳ . Ride Car from  (90.396206, 23.738159) to (90.39692600000001, 23.738157)
Time : 19 : 23. Cost: 1.4410866769217958৳ . Ride Car from  (90.39692600000001, 23.738157) to (90.397574, 23.738085)
Time : 19 : 23. Cost: 0.7561260685362287৳ . Ride Car from  (90.397574, 23.738085) to (90.397914, 23.738025)
Time : 19 : 24. Cost: 1.031891219857761৳ . Ride Car from  (90.397914, 23.738025) to (90.39837800000001, 23.737884)
Time : 19 : 24. Cost: 1.1186247440053134৳ . Ride Car from  (90.39837800000001, 23.737884) to (90.398881, 23.737696)
Time : 19 : 24. Cost: 0.4225434465821616৳ . Ride Car from  (90.398881, 23.737696) to (90.39907099999999, 23.737598000000002)
Time : 19 : 24. Cost: 0.14233042413864744৳ . Ride Car from  (90.39907099999999, 23.737598000000002) to (90.399135, 23.737565)
Time : 19 : 24. Cost: 0.1022999531176983৳ . Ride Car from  (90.399135, 23.737565) to (90.399181, 23.737542)
Time : 19 : 24. Cost: 0.09340600542214265৳ . Ride Car from  (90.399181, 23.737542) to (90.39922299999999, 23.7375)
Time : 19 : 24. Cost: 0.36695195414553344৳ . Ride Car from  (90.39922299999999, 23.7375) to (90.399388, 23.737337)
Time : 19 : 24. Cost: 0.5871433016236675৳ . Ride Car from  (90.399388, 23.737337) to (90.399652, 23.736929)
Time : 19 : 24. Cost: 0.26466378888566344৳ . Ride Car from  (90.399652, 23.736929) to (90.399771, 23.736720000000002)
Time : 19 : 24. Cost: 0.7205972586582942৳ . Ride Car from  (90.399771, 23.736720000000002) to (90.400095, 23.736151)
Time : 19 : 24. Cost: 0.07561848431217776৳ . Ride Car from  (90.400095, 23.736151) to (90.400129, 23.73609)
Time : 19 : 24. Cost: 0.9874884198091376৳ . Ride Car from  (90.400129, 23.73609) to (90.400573, 23.735294)
Time : 19 : 24. Cost: 0.5604663242430568৳ . Ride Car from  (90.400573, 23.735294) to (90.400825, 23.734842999999998)
Time : 19 : 24. Cost: 0.4870575165737124৳ . Ride Car from  (90.400825, 23.734842999999998) to (90.401044, 23.734534)
Time : 19 : 24. Cost: 0.7116512624759398৳ . Ride Car from  (90.401044, 23.734534) to (90.401364, 23.734385999999997)
Time : 19 : 24. Cost: 1.4233024923513504৳ . Ride Car from  (90.401364, 23.734385999999997) to (90.402004, 23.734091)
Time : 19 : 24. Cost: 0.2802120186492868৳ . Ride Car from  (90.402004, 23.734091) to (90.40213, 23.734048)
Time : 19 : 24. Cost: 0.7983818462008462৳ . Ride Car from  (90.40213, 23.734048) to (90.402489, 23.733926)
Time : 19 : 25. Cost: 1.3254442724368387৳ . Ride Car from  (90.402489, 23.733926) to (90.403085, 23.733836)
Time : 19 : 25. Cost: 1.2943097131634909৳ . Ride Car from  (90.403085, 23.733836) to (90.403667, 23.733746)
Time : 19 : 25. Cost: 0.28021139043220056৳ . Ride Car from  (90.403667, 23.733746) to (90.40379300000001, 23.733726)
Time : 19 : 25. Cost: 0.0017553573797710641৳ . Ride Car from  (90.40379300000001, 23.733726) to (90.40379300000001, 23.733614000000003)
Time : 19 : 25. Cost: 0.36029461611159713৳ . Ride Car from  (90.40379300000001, 23.733614000000003) to (90.40395500000001, 23.733354000000002)
Time : 19 : 25. Cost: 0.6427310675145558৳ . Ride Car from  (90.40395500000001, 23.733354000000002) to (90.40424399999999, 23.732997)
Time : 19 : 25. Cost: 0.14011109150331005৳ . Ride Car from  (90.40424399999999, 23.732997) to (90.40430699999999, 23.732917999999998)
Time : 19 : 25. Cost: 0.5026383507328952৳ . Ride Car from  (90.40430699999999, 23.732917999999998) to (90.404533, 23.732528)
Time : 19 : 25. Cost: 0.017795178831656825৳ . Ride Car from  (90.404533, 23.732528) to (90.40454100000001, 23.732504000000002)
Time : 19 : 25. Cost: 0.2669341874793919৳ . Ride Car from  (90.40454100000001, 23.732504000000002) to (90.404661, 23.732125)
Time : 19 : 25. Cost: 0.12240944031955915৳ . Ride Car from  (90.404661, 23.732125) to (90.40471600000001, 23.731818)
Time : 19 : 25. Cost: 0.16247419603028368৳ . Ride Car from  (90.40471600000001, 23.731818) to (90.40478900000001, 23.731405)
Time : 19 : 25. Cost: 0.0734443431168947৳ . Ride Car from  (90.40478900000001, 23.731405) to (90.404822, 23.731223)
Time : 19 : 25. Cost: 0.3048631129145436৳ . Ride Car from  (90.404822, 23.731223) to (90.40495899999999, 23.730539999999998)
Time : 19 : 25. Cost: 0.2157703911000889৳ . Ride Car from  (90.40495899999999, 23.730539999999998) to (90.405056, 23.730238)
Time : 19 : 25. Cost: 0.24907819215199908৳ . Ride Car from  (90.405056, 23.730238) to (90.405168, 23.730182)
Time : 19 : 25. Cost: 0.15789792687712825৳ . Ride Car from  (90.405168, 23.730182) to (90.405239, 23.730144)
Time : 19 : 25. Cost: 0.1712413430624407৳ . Ride Car from  (90.405239, 23.730144) to (90.405316, 23.730104)
Time : 19 : 25. Cost: 0.13788452396046297৳ . Ride Car from  (90.405316, 23.730104) to (90.405378, 23.730048)
Time : 19 : 25. Cost: 0.11564683883850155৳ . Ride Car from  (90.405378, 23.730048) to (90.40543000000001, 23.729986)
Time : 19 : 25. Cost: 0.9295896512414228৳ . Ride Car from  (90.40543000000001, 23.729986) to (90.40584799999999, 23.730007999999998)
Time : 19 : 25. Cost: 0.7450063612198954৳ . Ride Car from  (90.40584799999999, 23.730007999999998) to (90.406183, 23.730054)
Time : 19 : 25. Cost: 0.4937054833864759৳ . Ride Car from  (90.406183, 23.730054) to (90.406405, 23.73006)
Time : 19 : 25. Cost: 0.06705603360289324৳ . Ride Car from  (90.406405, 23.73006) to (90.40643399999999, 23.731223999999997)
Time : 19 : 25. Cost: 0.0344173590136495৳ . Ride Car from  (90.40643399999999, 23.731223999999997) to (90.406449, 23.731761)
Time : 19 : 25. Cost: 0৳ .  Walk from (90.407374, 23.731759) to Destination  (90.40737, 23.73176)
