Problem no : 4
Source:  (90.401026, 23.876867)
Destination:  (90.37866, 23.77485)
Time : 19 : 22. Cost: 1.4678097032328852৳ . Ride Car from  (90.391141, 23.763548999999998) to (90.39048100000001, 23.764232999999997)
Time : 19 : 22. Cost: 2.02819628919425৳ . Ride Car from  (90.39048100000001, 23.764232999999997) to (90.389569, 23.764112)
Time : 19 : 23. Cost: 1.02966567817356৳ . Ride Car from  (90.389569, 23.764112) to (90.38910600000001, 23.764035)
Time : 19 : 23. Cost: 0.10241845740567765৳ . Ride Car from  (90.38910600000001, 23.764035) to (90.38906, 23.764362)
Time : 19 : 23. Cost: 7.7703060343136৳ . Ride Car from  (90.38906, 23.764362) to (90.385566, 23.764922)
Time : 19 : 24. Cost: 2.6642319709596576৳ . Ride Car from  (90.385566, 23.764922) to (90.38436800000001, 23.765113)
Time : 19 : 24. Cost: 2.1727488913751207৳ . Ride Car from  (90.38436800000001, 23.765113) to (90.383391, 23.765135)
Time : 19 : 24. Cost: 0.31836533185021026৳ . Ride Car from  (90.383391, 23.765135) to (90.383248, 23.766135000000002)
Time : 19 : 24. Cost: 0.14037187671757836৳ . Ride Car from  (90.383248, 23.766135000000002) to (90.383185, 23.766716)
Time : 19 : 24. Cost: 0.25039256950426725৳ . Ride Car from  (90.383185, 23.766716) to (90.383073, 23.76844)
Time : 19 : 24. Cost: 0.46934389647699126৳ . Ride Car from  (90.383073, 23.76844) to (90.382862, 23.769095999999998)
Time : 19 : 24. Cost: 0.45157635425804776৳ . Ride Car from  (90.382862, 23.769095999999998) to (90.38265899999999, 23.769810999999997)
Time : 19 : 24. Cost: 0.1914105195049925৳ . Ride Car from  (90.38265899999999, 23.769810999999997) to (90.382573, 23.770329999999998)
Time : 19 : 24. Cost: 0.16472145927682302৳ . Ride Car from  (90.382573, 23.770329999999998) to (90.382499, 23.770808)
Time : 19 : 24. Cost: 0.0734346224100364৳ . Ride Car from  (90.382499, 23.770808) to (90.38246600000001, 23.770982999999998)
Time : 19 : 24. Cost: 0.6116952201090197৳ . Ride Car from  (90.38246600000001, 23.770982999999998) to (90.382191, 23.771810000000002)
Time : 19 : 24. Cost: 0.07562768692865894৳ . Ride Car from  (90.382191, 23.771810000000002) to (90.38215699999999, 23.771912)
Time : 19 : 24. Cost: 0.5894563948212641৳ . Ride Car from  (90.38215699999999, 23.771912) to (90.38189200000001, 23.772725)
Time : 19 : 24. Cost: 0.4181922452638526৳ . Ride Car from  (90.38189200000001, 23.772725) to (90.381704, 23.77334)
Time : 19 : 24. Cost: 1.022993514156863৳ . Ride Car from  (90.381704, 23.77334) to (90.381244, 23.773298)
Time : 19 : 25. Cost: 1.2298161199002935৳ . Ride Car from  (90.381244, 23.773298) to (90.380691, 23.773247)
Time : 19 : 25. Cost: 1.1097255757774156৳ . Ride Car from  (90.380691, 23.773247) to (90.38019200000001, 23.773201)
Time : 19 : 25. Cost: 0.1424319278610414৳ . Ride Car from  (90.38019200000001, 23.773201) to (90.380128, 23.773567)
Time : 19 : 25. Cost: 0.1379817028391077৳ . Ride Car from  (90.380128, 23.773567) to (90.380066, 23.773923)
Time : 19 : 25. Cost: 0.1424318599729027৳ . Ride Car from  (90.380066, 23.773923) to (90.380002, 23.774289000000003)
Time : 19 : 25. Cost: 0.14465972917817707৳ . Ride Car from  (90.380002, 23.774289000000003) to (90.379937, 23.774665)
Time : 19 : 25. Cost: 0.0756644417026056৳ . Ride Car from  (90.379937, 23.774665) to (90.379903, 23.774855)
Time : 19 : 25. Cost: 0.07120940581347251৳ . Ride Car from  (90.379903, 23.774855) to (90.379871, 23.775026)
Time : 19 : 25. Cost: 0৳ .  Walk from (90.378663, 23.774855) to Destination  (90.37866, 23.77485)
