Problem no : 5
Source:  (90.363833, 23.834145)
Destination:  (90.37836, 23.75693)
Time : 19 : 26. Cost: 0.0030584761005450984time . Ride Car from  (90.382191, 23.771810000000002) to (90.38246600000001, 23.770982999999998)
Time : 19 : 27. Cost: 0.000367173112050182time . Ride Car from  (90.38246600000001, 23.770982999999998) to (90.382499, 23.770808)
Time : 19 : 27. Cost: 0.0008236072963841151time . Ride Car from  (90.382499, 23.770808) to (90.382573, 23.770329999999998)
Time : 19 : 27. Cost: 0.0009570525975249624time . Ride Car from  (90.382573, 23.770329999999998) to (90.38265899999999, 23.769810999999997)
Time : 19 : 27. Cost: 0.002257881771290239time . Ride Car from  (90.38265899999999, 23.769810999999997) to (90.382862, 23.769095999999998)
Time : 19 : 27. Cost: 0.0023467194823849563time . Ride Car from  (90.382862, 23.769095999999998) to (90.383073, 23.76844)
Time : 19 : 27. Cost: 0.0012519628475213362time . Ride Car from  (90.383073, 23.76844) to (90.383185, 23.766716)
Time : 19 : 27. Cost: 0.0007018593835878918time . Ride Car from  (90.383185, 23.766716) to (90.383248, 23.766135000000002)
Time : 19 : 27. Cost: 0.0015918266592510513time . Ride Car from  (90.383248, 23.766135000000002) to (90.383391, 23.765135)
Time : 19 : 27. Cost: 0.0009849626746377869time . Ride Car from  (90.383391, 23.765135) to (90.38347900000001, 23.763623000000003)
Time : 19 : 27. Cost: 0.0006833739756956123time . Ride Car from  (90.38347900000001, 23.763623000000003) to (90.38354, 23.762504999999997)
Time : 19 : 27. Cost: 0.00017934513952342943time . Ride Car from  (90.38354, 23.762504999999997) to (90.383556, 23.762201)
Time : 19 : 27. Cost: 0.0003809971331009281time . Ride Car from  (90.383556, 23.762201) to (90.38359, 23.761567000000003)
Time : 19 : 27. Cost: 0.00022339259512254482time . Ride Car from  (90.38359, 23.761567000000003) to (90.38361, 23.761283)
Time : 19 : 27. Cost: 0.0009832470824984762time . Ride Car from  (90.38361, 23.761283) to (90.383698, 23.759989)
Time : 19 : 27. Cost: 0.000860348449779608time . Ride Car from  (90.383698, 23.759989) to (90.383775, 23.758856)
Time : 19 : 27. Cost: 0.013232197675833755time . Ride Car from  (90.383775, 23.758856) to (90.38258499999999, 23.758774)
Time : 19 : 28. Cost: 0.00790596015438257time . Ride Car from  (90.38258499999999, 23.758774) to (90.381874, 23.758724)
Time : 19 : 29. Cost: 0.007583494795639084time . Ride Car from  (90.381874, 23.758724) to (90.381192, 23.758677)
Time : 19 : 29. Cost: 0.003402565144190923time . Ride Car from  (90.381192, 23.758677) to (90.380886, 23.758654999999997)
Time : 19 : 29. Cost: 0.009307016311813156time . Ride Car from  (90.380886, 23.758654999999997) to (90.380049, 23.758598000000003)
Time : 19 : 30. Cost: 0.006994161637635936time . Ride Car from  (90.380049, 23.758598000000003) to (90.37942, 23.758554)
Time : 19 : 30. Cost: 0.0008012352867853399time . Ride Car from  (90.37942, 23.758554) to (90.379492, 23.758122)
Time : 19 : 30. Cost: 0.0005007780472041698time . Ride Car from  (90.379492, 23.758122) to (90.379537, 23.75785)
Time : 19 : 30. Cost: 0.00026708442334221817time . Ride Car from  (90.379537, 23.75785) to (90.379561, 23.757704)
Time : 19 : 30. Cost: 0.001357640855415966time . Ride Car from  (90.379561, 23.757704) to (90.379683, 23.756975)
Time : 19 : 30. Cost: 0.010363367430924152time . Ride Car from  (90.379683, 23.756975) to (90.378751, 23.756943)
Time : 19 : 31. Cost: 7.413035497940023e-06Time.  Walk from (90.37835600000001, 23.756928) to Destination  (90.37836, 23.75693)
