Problem no : 5
Source:  (90.40023, 23.87596)
Destination:  (90.367982, 23.835966)
Time : 19 : 35. Cost: 0.0023467194823849563time . Ride Car from  (90.383073, 23.76844) to (90.382862, 23.769095999999998)
Time : 19 : 35. Cost: 0.002257881771290239time . Ride Car from  (90.382862, 23.769095999999998) to (90.38265899999999, 23.769810999999997)
Time : 19 : 35. Cost: 0.0009570525975249624time . Ride Car from  (90.38265899999999, 23.769810999999997) to (90.382573, 23.770329999999998)
Time : 19 : 35. Cost: 0.0008236072963841151time . Ride Car from  (90.382573, 23.770329999999998) to (90.382499, 23.770808)
Time : 19 : 35. Cost: 0.000367173112050182time . Ride Car from  (90.382499, 23.770808) to (90.38246600000001, 23.770982999999998)
Time : 19 : 35. Cost: 0.0030584761005450984time . Ride Car from  (90.38246600000001, 23.770982999999998) to (90.382191, 23.771810000000002)
Time : 19 : 35. Cost: 0.0003781384346432947time . Ride Car from  (90.382191, 23.771810000000002) to (90.38215699999999, 23.771912)
Time : 19 : 35. Cost: 0.0029472819741063207time . Ride Car from  (90.38215699999999, 23.771912) to (90.38189200000001, 23.772725)
Time : 19 : 35. Cost: 0.0020909612263192634time . Ride Car from  (90.38189200000001, 23.772725) to (90.381704, 23.77334)
Time : 19 : 35. Cost: 0.0003447870684046285time . Ride Car from  (90.381704, 23.77334) to (90.38167299999999, 23.773442000000003)
Time : 19 : 35. Cost: 0.0024580505208273784time . Ride Car from  (90.38167299999999, 23.773442000000003) to (90.381452, 23.774201)
Time : 19 : 36. Cost: 0.007196193862835766time . Ride Car from  (90.381452, 23.774201) to (90.38080500000001, 23.776426)
Time : 19 : 36. Cost: 0.0013679949634170826time . Ride Car from  (90.38080500000001, 23.776426) to (90.380682, 23.776812)
Time : 19 : 36. Cost: 0.002647020435405196time . Ride Car from  (90.380682, 23.776812) to (90.380444, 23.777563)
Time : 19 : 36. Cost: 0.0040817515834473215time . Ride Car from  (90.380444, 23.777563) to (90.380077, 23.778723)
Time : 19 : 37. Cost: 0.002035419552090191time . Ride Car from  (90.380077, 23.778723) to (90.379894, 23.779366)
Time : 19 : 37. Cost: 0.003358998723928071time . Ride Car from  (90.379894, 23.779366) to (90.379592, 23.780428)
Time : 19 : 37. Cost: 0.00010009823385097132time . Ride Car from  (90.379592, 23.780428) to (90.379583, 23.780457000000002)
Time : 19 : 37. Cost: 0.003948375974442824time . Ride Car from  (90.379583, 23.780457000000002) to (90.379228, 23.781637)
Time : 19 : 37. Cost: 0.0005227406250219085time . Ride Car from  (90.379228, 23.781637) to (90.379181, 23.781792000000003)
Time : 19 : 37. Cost: 0.0033811021908450303time . Ride Car from  (90.379181, 23.781792000000003) to (90.378877, 23.782777)
Time : 19 : 37. Cost: 0.0005671985148657549time . Ride Car from  (90.378877, 23.782777) to (90.378826, 23.782925)
Time : 19 : 37. Cost: 0.0014902877658008978time . Ride Car from  (90.378826, 23.782925) to (90.378692, 23.783314999999998)
Time : 19 : 37. Cost: 0.0004003652018251718time . Ride Car from  (90.378692, 23.783314999999998) to (90.378656, 23.783412)
Time : 19 : 37. Cost: 0.0017126746097574548time . Ride Car from  (90.378656, 23.783412) to (90.378502, 23.783828)
Time : 19 : 38. Cost: 0.0022243812489309176time . Ride Car from  (90.378502, 23.783828) to (90.378302, 23.784459)
Time : 19 : 38. Cost: 0.0011010680025089947time . Ride Car from  (90.378302, 23.784459) to (90.378203, 23.784771)
Time : 19 : 38. Cost: 0.000745110473097244time . Ride Car from  (90.378203, 23.784771) to (90.378136, 23.784941)
Time : 19 : 38. Cost: 0.0007451129074831037time . Ride Car from  (90.378136, 23.784941) to (90.378069, 23.785113)
Time : 19 : 38. Cost: 0.0010675867389074271time . Ride Car from  (90.378069, 23.785113) to (90.377973, 23.785327)
Time : 19 : 38. Cost: 0.0020351183517881683time . Ride Car from  (90.377973, 23.785327) to (90.37779, 23.785763)
Time : 19 : 38. Cost: 0.002468834173406576time . Ride Car from  (90.37779, 23.785763) to (90.37756800000001, 23.786294)
Time : 19 : 38. Cost: 0.001078724712900291time . Ride Car from  (90.37756800000001, 23.786294) to (90.377471, 23.786526000000002)
Time : 19 : 38. Cost: 0.0008785478503528848time . Ride Car from  (90.377471, 23.786526000000002) to (90.377392, 23.786714)
Time : 19 : 38. Cost: 0.0025132970837635675time . Ride Car from  (90.377392, 23.786714) to (90.377166, 23.787237)
Time : 19 : 38. Cost: 0.0002557811757464365time . Ride Car from  (90.377166, 23.787237) to (90.377143, 23.787293)
Time : 19 : 39. Cost: 0.003836664728721103time . Ride Car from  (90.377143, 23.787293) to (90.376798, 23.788087)
Time : 19 : 39. Cost: 0.00028913791559123783time . Ride Car from  (90.376798, 23.788087) to (90.376772, 23.788145)
Time : 19 : 39. Cost: 0.002023971769006787time . Ride Car from  (90.376772, 23.788145) to (90.37659000000001, 23.788557)
Time : 19 : 39. Cost: 0.0005893972727795847time . Ride Car from  (90.37659000000001, 23.788557) to (90.376537, 23.788676000000002)
Time : 19 : 39. Cost: 0.001045343855806203time . Ride Car from  (90.376537, 23.788676000000002) to (90.37644300000001, 23.788885)
Time : 19 : 39. Cost: 0.0016570153831617074time . Ride Car from  (90.37644300000001, 23.788885) to (90.376294, 23.789247)
Time : 19 : 39. Cost: 0.0017904312615505639time . Ride Car from  (90.376294, 23.789247) to (90.376133, 23.789607)
Time : 19 : 39. Cost: 0.00020017216353182318time . Ride Car from  (90.376133, 23.789607) to (90.376115, 23.789647)
Time : 19 : 39. Cost: 0.0018571558400357208time . Ride Car from  (90.376115, 23.789647) to (90.375948, 23.790021)
Time : 19 : 39. Cost: 0.0018015578107704465time . Ride Car from  (90.375948, 23.790021) to (90.375786, 23.790389)
Time : 19 : 39. Cost: 0.0004781960395880999time . Ride Car from  (90.375786, 23.790389) to (90.375743, 23.790491)
Time : 19 : 39. Cost: 0.002124060936109719time . Ride Car from  (90.375743, 23.790491) to (90.375552, 23.790927)
Time : 19 : 40. Cost: 0.002201906959919249time . Ride Car from  (90.375552, 23.790927) to (90.375354, 23.79138)
Time : 19 : 40. Cost: 0.001011987239797914time . Ride Car from  (90.375354, 23.79138) to (90.375263, 23.791588)
Time : 19 : 40. Cost: 0.00014456991426168653time . Ride Car from  (90.375263, 23.791588) to (90.37525, 23.791618)
Time : 19 : 40. Cost: 0.0024132001004164693time . Ride Car from  (90.37525, 23.791618) to (90.375033, 23.792114)
Time : 19 : 40. Cost: 0.0007450958668218822time . Ride Car from  (90.375033, 23.792114) to (90.374966, 23.792273)
Time : 19 : 40. Cost: 0.0013456183936824849time . Ride Car from  (90.374966, 23.792273) to (90.374845, 23.792558)
Time : 19 : 40. Cost: 0.0002669000339564371time . Ride Car from  (90.374845, 23.792558) to (90.374821, 23.792614999999998)
Time : 19 : 40. Cost: 0.0004003564576401386time . Ride Car from  (90.374821, 23.792614999999998) to (90.374785, 23.792706)
Time : 19 : 40. Cost: 0.0023354066782692692time . Ride Car from  (90.374785, 23.792706) to (90.374575, 23.793232)
Time : 19 : 40. Cost: 0.0010898286675963954time . Ride Car from  (90.374575, 23.793232) to (90.374477, 23.793453)
Time : 19 : 40. Cost: 0.00044482886592234016time . Ride Car from  (90.374477, 23.793453) to (90.374437, 23.793544)
Time : 19 : 40. Cost: 0.0018349239858212435time . Ride Car from  (90.374437, 23.793544) to (90.37427199999999, 23.793924)
Time : 19 : 40. Cost: 0.000934144744460671time . Ride Car from  (90.37427199999999, 23.793924) to (90.374188, 23.794119)
Time : 19 : 40. Cost: 0.0021241054152790037time . Ride Car from  (90.374188, 23.794119) to (90.373997, 23.794596)
Time : 19 : 41. Cost: 0.001568057721399705time . Ride Car from  (90.373997, 23.794596) to (90.373856, 23.794949)
Time : 19 : 41. Cost: 0.0003447427590508227time . Ride Car from  (90.373856, 23.794949) to (90.373825, 23.79502)
Time : 19 : 41. Cost: 0.0008229392616333512time . Ride Car from  (90.373825, 23.79502) to (90.373751, 23.795194)
Time : 19 : 41. Cost: 0.0011565626214877535time . Ride Car from  (90.373751, 23.795194) to (90.37364699999999, 23.795438)
Time : 19 : 41. Cost: 0.0011454388256335035time . Ride Car from  (90.37364699999999, 23.795438) to (90.373544, 23.795676999999998)
Time : 19 : 41. Cost: 0.0027357125731814038time . Ride Car from  (90.373544, 23.795676999999998) to (90.37329799999999, 23.796252)
Time : 19 : 41. Cost: 0.0010008688476877223time . Ride Car from  (90.37329799999999, 23.796252) to (90.37320799999999, 23.796460999999997)
Time : 19 : 41. Cost: 0.0002780201574173058time . Ride Car from  (90.37320799999999, 23.796460999999997) to (90.373183, 23.79652)
Time : 19 : 41. Cost: 0.0026689928431285004time . Ride Car from  (90.373183, 23.79652) to (90.372943, 23.797086)
Time : 19 : 41. Cost: 0.0010008741635011062time . Ride Car from  (90.372943, 23.797086) to (90.372853, 23.7973)
Time : 19 : 41. Cost: 0.0006672464532686341time . Ride Car from  (90.372853, 23.7973) to (90.372793, 23.797439999999998)
Time : 19 : 41. Cost: 0.00419257314313026time . Ride Car from  (90.372793, 23.797439999999998) to (90.372416, 23.798357)
Time : 19 : 42. Cost: 0.002546668276317607time . Ride Car from  (90.372416, 23.798357) to (90.372187, 23.798902)
Time : 19 : 42. Cost: 0.0014012040831482715time . Ride Car from  (90.372187, 23.798902) to (90.372061, 23.799184)
Time : 19 : 42. Cost: 0.00105649508857193time . Ride Car from  (90.372061, 23.799184) to (90.371966, 23.799425)
Time : 19 : 42. Cost: 0.0025688962108678425time . Ride Car from  (90.371966, 23.799425) to (90.371735, 23.799963)
Time : 19 : 42. Cost: 0.002213033176139533time . Ride Car from  (90.371735, 23.799963) to (90.37153599999999, 23.800428)
Time : 19 : 42. Cost: 0.00040034539396141474time . Ride Car from  (90.37153599999999, 23.800428) to (90.3715, 23.80051)
Time : 19 : 42. Cost: 0.00018905562593180705time . Ride Car from  (90.3715, 23.80051) to (90.371483, 23.800552)
Time : 19 : 42. Cost: 0.0007673338641029804time . Ride Car from  (90.371483, 23.800552) to (90.371414, 23.800714000000003)
Time : 19 : 42. Cost: 0.0008674218060597306time . Ride Car from  (90.371414, 23.800714000000003) to (90.371336, 23.800898)
Time : 19 : 42. Cost: 0.0015457879525646336time . Ride Car from  (90.371336, 23.800898) to (90.371197, 23.801223999999998)
Time : 19 : 42. Cost: 0.0014457042592902363time . Ride Car from  (90.371197, 23.801223999999998) to (90.37106700000001, 23.801532)
Time : 19 : 43. Cost: 0.0019127728099184043time . Ride Car from  (90.37106700000001, 23.801532) to (90.37089499999999, 23.801935)
Time : 19 : 43. Cost: 0.0006561263432929041time . Ride Car from  (90.37089499999999, 23.801935) to (90.370836, 23.802073999999998)
Time : 19 : 43. Cost: 0.0026244996726690196time . Ride Car from  (90.370836, 23.802073999999998) to (90.3706, 23.802625)
Time : 19 : 43. Cost: 0.00040034624014404966time . Ride Car from  (90.3706, 23.802625) to (90.370564, 23.802708)
Time : 19 : 43. Cost: 0.0009007803534268723time . Ride Car from  (90.370564, 23.802708) to (90.370483, 23.802896)
Time : 19 : 43. Cost: 0.0016125149595425184time . Ride Car from  (90.370483, 23.802896) to (90.370338, 23.803239)
Time : 19 : 43. Cost: 0.00045595140120420756time . Ride Car from  (90.370338, 23.803239) to (90.370297, 23.803335)
Time : 19 : 43. Cost: 0.0009897520817247236time . Ride Car from  (90.370297, 23.803335) to (90.37020799999999, 23.803547000000002)
Time : 19 : 43. Cost: 0.0005449177747746564time . Ride Car from  (90.37020799999999, 23.803547000000002) to (90.370159, 23.803662)
Time : 19 : 43. Cost: 0.0004670567475782065time . Ride Car from  (90.370159, 23.803662) to (90.37011700000001, 23.803745000000003)
Time : 19 : 43. Cost: 0.0019905533595803186time . Ride Car from  (90.37011700000001, 23.803745000000003) to (90.369938, 23.804101)
Time : 19 : 43. Cost: 0.0011342846476041443time . Ride Car from  (90.369938, 23.804101) to (90.36983599999999, 23.804307)
Time : 19 : 43. Cost: 0.0010564398016294865time . Ride Car from  (90.36983599999999, 23.804307) to (90.369741, 23.804497)
Time : 19 : 43. Cost: 0.000767307957930765time . Ride Car from  (90.369741, 23.804497) to (90.369672, 23.804634)
Time : 19 : 43. Cost: 0.0020016761540727402time . Ride Car from  (90.369672, 23.804634) to (90.36949200000001, 23.804995)
Time : 19 : 44. Cost: 0.002268565987536025time . Ride Car from  (90.36949200000001, 23.804995) to (90.369288, 23.805404)
Time : 19 : 44. Cost: 0.0007228458897047343time . Ride Car from  (90.369288, 23.805404) to (90.369223, 23.805553)
Time : 19 : 44. Cost: 0.0015457794921582921time . Ride Car from  (90.369223, 23.805553) to (90.369084, 23.805873000000002)
Time : 19 : 44. Cost: 0.0003781040268807961time . Ride Car from  (90.369084, 23.805873000000002) to (90.36905, 23.805951)
Time : 19 : 44. Cost: 0.002390949399938832time . Ride Car from  (90.36905, 23.805951) to (90.368835, 23.806442)
Time : 19 : 44. Cost: 0.0009008091275650922time . Ride Car from  (90.368835, 23.806442) to (90.36875400000001, 23.806656)
Time : 19 : 44. Cost: 0.0003114280244921325time . Ride Car from  (90.36875400000001, 23.806656) to (90.368726, 23.806756)
Time : 19 : 44. Cost: 0.0008008212506582625time . Ride Car from  (90.368726, 23.806756) to (90.368654, 23.807017000000002)
Time : 19 : 44. Cost: 0.00031143129957007353time . Ride Car from  (90.368654, 23.807017000000002) to (90.368626, 23.807119)
Time : 19 : 44. Cost: 0.0016127406485024962time . Ride Car from  (90.368626, 23.807119) to (90.368481, 23.80763)
Time : 19 : 44. Cost: 0.0024024297404584864time . Ride Car from  (90.368481, 23.80763) to (90.36826500000001, 23.808393)
Time : 19 : 44. Cost: 0.00031142455931575916time . Ride Car from  (90.36826500000001, 23.808393) to (90.368237, 23.808491)
Time : 19 : 44. Cost: 0.0006339721912489853time . Ride Car from  (90.368237, 23.808491) to (90.36818000000001, 23.808691)
Time : 19 : 44. Cost: 0.0006339770090870269time . Ride Car from  (90.36818000000001, 23.808691) to (90.368123, 23.808894)
Time : 19 : 45. Cost: 0.0012679522319861613time . Ride Car from  (90.368123, 23.808894) to (90.368009, 23.809299)
Time : 19 : 45. Cost: 0.00036704001318901066time . Ride Car from  (90.368009, 23.809299) to (90.367976, 23.809417)
Time : 19 : 45. Cost: 0.001345800778571149time . Ride Car from  (90.367976, 23.809417) to (90.367855, 23.809842)
Time : 19 : 45. Cost: 0.0003781630505434987time . Ride Car from  (90.367855, 23.809842) to (90.36782099999999, 23.809964)
Time : 19 : 45. Cost: 0.0015682480413232707time . Ride Car from  (90.36782099999999, 23.809964) to (90.36768000000001, 23.81046)
Time : 19 : 45. Cost: 0.00012234607219964395time . Ride Car from  (90.36768000000001, 23.81046) to (90.36766899999999, 23.810499)
Time : 19 : 45. Cost: 0.0014237052320195671time . Ride Car from  (90.36766899999999, 23.810499) to (90.367541, 23.810978)
Time : 19 : 45. Cost: 0.0006562342910367906time . Ride Car from  (90.367541, 23.810978) to (90.367482, 23.811196)
Time : 19 : 45. Cost: 0.0008453206688895706time . Ride Car from  (90.367482, 23.811196) to (90.367406, 23.811478)
Time : 19 : 45. Cost: 0.0015905396741229827time . Ride Car from  (90.367406, 23.811478) to (90.367263, 23.81201)
Time : 19 : 45. Cost: 0.0014125760905114686time . Ride Car from  (90.367263, 23.81201) to (90.367136, 23.812482)
Time : 19 : 45. Cost: 0.00105664941201174time . Ride Car from  (90.367136, 23.812482) to (90.367041, 23.812834)
Time : 19 : 45. Cost: 0.00040041381642472336time . Ride Car from  (90.367041, 23.812834) to (90.367005, 23.812967)
Time : 19 : 45. Cost: 0.00030031418172100227time . Ride Car from  (90.367005, 23.812967) to (90.366978, 23.813069)
Time : 19 : 45. Cost: 0.0008230737725835734time . Ride Car from  (90.366978, 23.813069) to (90.366904, 23.813343)
Time : 19 : 45. Cost: 0.00015571360233986029time . Ride Car from  (90.366904, 23.813343) to (90.36689, 23.813392999999998)
Time : 19 : 45. Cost: 0.0016461472300609574time . Ride Car from  (90.36689, 23.813392999999998) to (90.366742, 23.813941)
Time : 19 : 45. Cost: 0.0014125682154472097time . Ride Car from  (90.366742, 23.813941) to (90.366615, 23.814409)
Time : 19 : 46. Cost: 0.00043378121182636824time . Ride Car from  (90.366615, 23.814409) to (90.366576, 23.814553)
Time : 19 : 46. Cost: 0.0011345069160511043time . Ride Car from  (90.366576, 23.814553) to (90.366474, 23.814931)
Time : 19 : 46. Cost: 0.000589501308773976time . Ride Car from  (90.366474, 23.814931) to (90.366421, 23.815129000000002)
Time : 19 : 46. Cost: 0.0008453176060820189time . Ride Car from  (90.366421, 23.815129000000002) to (90.366345, 23.81541)
Time : 19 : 46. Cost: 0.0010677678782472727time . Ride Car from  (90.366345, 23.81541) to (90.366249, 23.815764)
Time : 19 : 46. Cost: 0.0005450103587131642time . Ride Car from  (90.366249, 23.815764) to (90.3662, 23.815947)
Time : 19 : 46. Cost: 0.00033367803434719426time . Ride Car from  (90.3662, 23.815947) to (90.36617, 23.816057999999998)
Time : 19 : 46. Cost: 0.0012457155857195498time . Ride Car from  (90.36617, 23.816057999999998) to (90.366058, 23.816463)
Time : 19 : 46. Cost: 0.0015237810965750438time . Ride Car from  (90.366058, 23.816463) to (90.365921, 23.816961)
Time : 19 : 46. Cost: 0.0004893912340803266time . Ride Car from  (90.365921, 23.816961) to (90.365877, 23.817122)
Time : 19 : 46. Cost: 0.0010677588243191212time . Ride Car from  (90.365877, 23.817122) to (90.36578100000001, 23.817470999999998)
Time : 19 : 46. Cost: 0.0016350047391614504time . Ride Car from  (90.36578100000001, 23.817470999999998) to (90.365634, 23.818005)
Time : 19 : 46. Cost: 0.0016238796635444463time . Ride Car from  (90.365634, 23.818005) to (90.365488, 23.818534)
Time : 19 : 46. Cost: 0.0012679588663249226time . Ride Car from  (90.365488, 23.818534) to (90.365374, 23.818946)
Time : 19 : 46. Cost: 0.00032255789300861357time . Ride Car from  (90.365374, 23.818946) to (90.36534499999999, 23.819055)
Time : 19 : 46. Cost: 6.673688284946109e-05time . Ride Car from  (90.36534499999999, 23.819055) to (90.365339, 23.819078)
Time : 19 : 46. Cost: 0.001523797750092266time . Ride Car from  (90.365339, 23.819078) to (90.365202, 23.819587)
Time : 19 : 46. Cost: 0.0007007310610157229time . Ride Car from  (90.365202, 23.819587) to (90.365139, 23.819825)
