Problem no : 5
Source:  (90.401026, 23.876867)
Destination:  (90.37866, 23.77485)
Time : 19 : 27. Cost: 0.0015694094756145492time . Ride Car from  (90.397201, 23.774917000000002) to (90.39706, 23.774009)
Time : 19 : 27. Cost: 0.0023483559681038214time . Ride Car from  (90.39706, 23.774009) to (90.396849, 23.772707)
Time : 19 : 27. Cost: 0.0012577050459854342time . Ride Car from  (90.396849, 23.772707) to (90.396736, 23.771993)
Time : 19 : 27. Cost: 0.000979634240714752time . Ride Car from  (90.396736, 23.771993) to (90.396648, 23.771385000000002)
Time : 19 : 27. Cost: 0.0011131020043011013time . Ride Car from  (90.396648, 23.771385000000002) to (90.396548, 23.770726999999997)
Time : 19 : 27. Cost: 0.0018810204373238674time . Ride Car from  (90.396548, 23.770726999999997) to (90.39637900000001, 23.76965)
Time : 19 : 27. Cost: 0.00044518861321916545time . Ride Car from  (90.39637900000001, 23.76965) to (90.396339, 23.769402)
Time : 19 : 27. Cost: 0.0005564564217840599time . Ride Car from  (90.396339, 23.769402) to (90.396289, 23.769101000000003)
Time : 19 : 28. Cost: 0.0006788289888399236time . Ride Car from  (90.396289, 23.769101000000003) to (90.39622800000001, 23.768749)
Time : 19 : 28. Cost: 0.0004896231882345627time . Ride Car from  (90.39622800000001, 23.768749) to (90.39618399999999, 23.768503)
Time : 19 : 28. Cost: 0.004795700162781086time . Ride Car from  (90.39618399999999, 23.768503) to (90.395753, 23.766223999999998)
Time : 19 : 28. Cost: 0.0056844343433853336time . Ride Car from  (90.395753, 23.766223999999998) to (90.39524200000001, 23.764084)
Time : 19 : 28. Cost: 0.0018583898893359274time . Ride Car from  (90.39524200000001, 23.764084) to (90.395075, 23.763132000000002)
Time : 19 : 28. Cost: 0.011353185645030229time . Ride Car from  (90.395075, 23.763132000000002) to (90.394054, 23.762466)
Time : 19 : 29. Cost: 0.007539041600642881time . Ride Car from  (90.394054, 23.762466) to (90.393376, 23.762723)
Time : 19 : 29. Cost: 0.003558242133684557time . Ride Car from  (90.393376, 23.762723) to (90.393056, 23.762797)
Time : 19 : 30. Cost: 0.0012342662520167414time . Ride Car from  (90.393056, 23.762797) to (90.392945, 23.762829999999997)
Time : 19 : 30. Cost: 0.002390696217969625time . Ride Car from  (90.392945, 23.762829999999997) to (90.39273, 23.762895999999998)
Time : 19 : 30. Cost: 0.006060136063064349time . Ride Car from  (90.39273, 23.762895999999998) to (90.392185, 23.763057999999997)
Time : 19 : 30. Cost: 0.004436685608683553time . Ride Car from  (90.392185, 23.763057999999997) to (90.391786, 23.763169)
Time : 19 : 31. Cost: 0.0030689924228356194time . Ride Car from  (90.391786, 23.763169) to (90.39151, 23.763284)
Time : 19 : 31. Cost: 0.004103142149320427time . Ride Car from  (90.39151, 23.763284) to (90.391141, 23.763548999999998)
Time : 19 : 31. Cost: 0.007339048516164426time . Ride Car from  (90.391141, 23.763548999999998) to (90.39048100000001, 23.764232999999997)
Time : 19 : 31. Cost: 0.010140981445971252time . Ride Car from  (90.39048100000001, 23.764232999999997) to (90.389569, 23.764112)
Time : 19 : 32. Cost: 0.0051483283908678time . Ride Car from  (90.389569, 23.764112) to (90.38910600000001, 23.764035)
Time : 19 : 32. Cost: 0.0005120922870283883time . Ride Car from  (90.38910600000001, 23.764035) to (90.38906, 23.764362)
Time : 19 : 32. Cost: 0.038851530171568time . Ride Car from  (90.38906, 23.764362) to (90.385566, 23.764922)
Time : 19 : 33. Cost: 0.013321159854798287time . Ride Car from  (90.385566, 23.764922) to (90.38436800000001, 23.765113)
Time : 19 : 33. Cost: 0.010863744456875605time . Ride Car from  (90.38436800000001, 23.765113) to (90.383391, 23.765135)
Time : 19 : 34. Cost: 0.0015918266592510513time . Ride Car from  (90.383391, 23.765135) to (90.383248, 23.766135000000002)
Time : 19 : 34. Cost: 0.0007018593835878918time . Ride Car from  (90.383248, 23.766135000000002) to (90.383185, 23.766716)
Time : 19 : 34. Cost: 0.0012519628475213362time . Ride Car from  (90.383185, 23.766716) to (90.383073, 23.76844)
Time : 19 : 34. Cost: 0.0023467194823849563time . Ride Car from  (90.383073, 23.76844) to (90.382862, 23.769095999999998)
Time : 19 : 34. Cost: 0.002257881771290239time . Ride Car from  (90.382862, 23.769095999999998) to (90.38265899999999, 23.769810999999997)
Time : 19 : 35. Cost: 0.0009570525975249624time . Ride Car from  (90.38265899999999, 23.769810999999997) to (90.382573, 23.770329999999998)
Time : 19 : 35. Cost: 0.0008236072963841151time . Ride Car from  (90.382573, 23.770329999999998) to (90.382499, 23.770808)
Time : 19 : 35. Cost: 0.000367173112050182time . Ride Car from  (90.382499, 23.770808) to (90.38246600000001, 23.770982999999998)
Time : 19 : 35. Cost: 0.0030584761005450984time . Ride Car from  (90.38246600000001, 23.770982999999998) to (90.382191, 23.771810000000002)
Time : 19 : 35. Cost: 0.0003781384346432947time . Ride Car from  (90.382191, 23.771810000000002) to (90.38215699999999, 23.771912)
Time : 19 : 35. Cost: 0.0029472819741063207time . Ride Car from  (90.38215699999999, 23.771912) to (90.38189200000001, 23.772725)
Time : 19 : 35. Cost: 0.0020909612263192634time . Ride Car from  (90.38189200000001, 23.772725) to (90.381704, 23.77334)
Time : 19 : 35. Cost: 0.005114967570784315time . Ride Car from  (90.381704, 23.77334) to (90.381244, 23.773298)
Time : 19 : 36. Cost: 0.006149080599501467time . Ride Car from  (90.381244, 23.773298) to (90.380691, 23.773247)
Time : 19 : 36. Cost: 0.005548627878887077time . Ride Car from  (90.380691, 23.773247) to (90.38019200000001, 23.773201)
Time : 19 : 36. Cost: 0.0007121596393052069time . Ride Car from  (90.38019200000001, 23.773201) to (90.380128, 23.773567)
Time : 19 : 36. Cost: 0.0006899085141955385time . Ride Car from  (90.380128, 23.773567) to (90.380066, 23.773923)
Time : 19 : 36. Cost: 0.0007121592998645135time . Ride Car from  (90.380066, 23.773923) to (90.380002, 23.774289000000003)
Time : 19 : 36. Cost: 0.0007232986458908853time . Ride Car from  (90.380002, 23.774289000000003) to (90.379937, 23.774665)
Time : 19 : 36. Cost: 0.00037832220851302797time . Ride Car from  (90.379937, 23.774665) to (90.379903, 23.774855)
Time : 19 : 36. Cost: 0.0003560470290673625time . Ride Car from  (90.379903, 23.774855) to (90.379871, 23.775026)
Time : 19 : 36. Cost: 5.560083600788527e-06Time.  Walk from (90.378663, 23.774855) to Destination  (90.37866, 23.77485)
