Problem no : 5
Source:  (90.36295, 23.80874)
Destination:  (90.40737, 23.73176)
Time : 19 : 34. Cost: 0.0037146388603362924time . Ride Car from  (90.39546, 23.74373) to (90.395794, 23.742772)
Time : 19 : 34. Cost: 0.00034488170255747135time . Ride Car from  (90.395794, 23.742772) to (90.395825, 23.742628)
Time : 19 : 34. Cost: 0.000956755317622599time . Ride Car from  (90.395825, 23.742628) to (90.395911, 23.742234)
Time : 19 : 34. Cost: 0.0016580288079882082time . Ride Car from  (90.395911, 23.742234) to (90.39605999999999, 23.741405)
Time : 19 : 34. Cost: 0.000300635520283601time . Ride Car from  (90.39605999999999, 23.741405) to (90.396087, 23.741201)
Time : 19 : 34. Cost: 0.0016380119023197393time . Ride Car from  (90.396087, 23.741201) to (90.39594100000001, 23.738364999999998)
Time : 19 : 34. Cost: 0.0011786691185200425time . Ride Car from  (90.39594100000001, 23.738364999999998) to (90.396047, 23.738331)
Time : 19 : 34. Cost: 0.0011564383663545984time . Ride Car from  (90.396047, 23.738331) to (90.396151, 23.738265)
Time : 19 : 34. Cost: 0.0006116263983974619time . Ride Car from  (90.396151, 23.738265) to (90.396206, 23.738159)
Time : 19 : 34. Cost: 0.00800603471990083time . Ride Car from  (90.396206, 23.738159) to (90.39692600000001, 23.738157)
Time : 19 : 35. Cost: 0.007205433384608979time . Ride Car from  (90.39692600000001, 23.738157) to (90.397574, 23.738085)
Time : 19 : 35. Cost: 0.003780630342681143time . Ride Car from  (90.397574, 23.738085) to (90.397914, 23.738025)
Time : 19 : 36. Cost: 0.005159456099288805time . Ride Car from  (90.397914, 23.738025) to (90.39837800000001, 23.737884)
Time : 19 : 36. Cost: 0.005593123720026566time . Ride Car from  (90.39837800000001, 23.737884) to (90.398881, 23.737696)
Time : 19 : 36. Cost: 0.002112717232910808time . Ride Car from  (90.398881, 23.737696) to (90.39907099999999, 23.737598000000002)
Time : 19 : 36. Cost: 0.0007116521206932371time . Ride Car from  (90.39907099999999, 23.737598000000002) to (90.399135, 23.737565)
Time : 19 : 36. Cost: 0.0005114997655884915time . Ride Car from  (90.399135, 23.737565) to (90.399181, 23.737542)
Time : 19 : 36. Cost: 0.0004670300271107133time . Ride Car from  (90.399181, 23.737542) to (90.39922299999999, 23.7375)
Time : 19 : 36. Cost: 0.001834759770727667time . Ride Car from  (90.39922299999999, 23.7375) to (90.399388, 23.737337)
Time : 19 : 37. Cost: 0.0029357165081183374time . Ride Car from  (90.399388, 23.737337) to (90.399652, 23.736929)
Time : 19 : 37. Cost: 0.0013233189444283172time . Ride Car from  (90.399652, 23.736929) to (90.399771, 23.736720000000002)
Time : 19 : 37. Cost: 0.003602986293291471time . Ride Car from  (90.399771, 23.736720000000002) to (90.400095, 23.736151)
Time : 19 : 37. Cost: 0.00037809242156088875time . Ride Car from  (90.400095, 23.736151) to (90.400129, 23.73609)
Time : 19 : 37. Cost: 0.004937442099045688time . Ride Car from  (90.400129, 23.73609) to (90.400573, 23.735294)
Time : 19 : 37. Cost: 0.002802331621215284time . Ride Car from  (90.400573, 23.735294) to (90.400825, 23.734842999999998)
Time : 19 : 37. Cost: 0.002435287582868562time . Ride Car from  (90.400825, 23.734842999999998) to (90.401044, 23.734534)
Time : 19 : 38. Cost: 0.003558256312379699time . Ride Car from  (90.401044, 23.734534) to (90.401364, 23.734385999999997)
Time : 19 : 38. Cost: 0.007116512461756752time . Ride Car from  (90.401364, 23.734385999999997) to (90.402004, 23.734091)
Time : 19 : 38. Cost: 0.001401060093246434time . Ride Car from  (90.402004, 23.734091) to (90.40213, 23.734048)
Time : 19 : 38. Cost: 0.003991909231004231time . Ride Car from  (90.40213, 23.734048) to (90.402489, 23.733926)
Time : 19 : 39. Cost: 0.006627221362184193time . Ride Car from  (90.402489, 23.733926) to (90.403085, 23.733836)
Time : 19 : 39. Cost: 0.006471548565817454time . Ride Car from  (90.403085, 23.733836) to (90.403667, 23.733746)
Time : 19 : 39. Cost: 0.0014010569521610027time . Ride Car from  (90.403667, 23.733746) to (90.40379300000001, 23.733726)
Time : 19 : 39. Cost: 8.776786898855321e-06time . Ride Car from  (90.40379300000001, 23.733726) to (90.40379300000001, 23.733614000000003)
Time : 19 : 39. Cost: 0.0018014730805579857time . Ride Car from  (90.40379300000001, 23.733614000000003) to (90.40395500000001, 23.733354000000002)
Time : 19 : 40. Cost: 0.003213655337572779time . Ride Car from  (90.40395500000001, 23.733354000000002) to (90.40424399999999, 23.732997)
Time : 19 : 40. Cost: 0.0007005554575165503time . Ride Car from  (90.40424399999999, 23.732997) to (90.40430699999999, 23.732917999999998)
Time : 19 : 40. Cost: 0.002513191753664476time . Ride Car from  (90.40430699999999, 23.732917999999998) to (90.404533, 23.732528)
Time : 19 : 40. Cost: 8.897589415828413e-05time . Ride Car from  (90.404533, 23.732528) to (90.40454100000001, 23.732504000000002)
Time : 19 : 40. Cost: 0.0013346709373969596time . Ride Car from  (90.40454100000001, 23.732504000000002) to (90.404661, 23.732125)
Time : 19 : 40. Cost: 0.0006120472015977958time . Ride Car from  (90.404661, 23.732125) to (90.40471600000001, 23.731818)
Time : 19 : 40. Cost: 0.0008123709801514184time . Ride Car from  (90.40471600000001, 23.731818) to (90.40478900000001, 23.731405)
Time : 19 : 40. Cost: 0.0003672217155844735time . Ride Car from  (90.40478900000001, 23.731405) to (90.404822, 23.731223)
Time : 19 : 40. Cost: 0.001524315564572718time . Ride Car from  (90.404822, 23.731223) to (90.40495899999999, 23.730539999999998)
Time : 19 : 40. Cost: 0.0010788519555004444time . Ride Car from  (90.40495899999999, 23.730539999999998) to (90.405056, 23.730238)
Time : 19 : 40. Cost: 0.0012453909607599953time . Ride Car from  (90.405056, 23.730238) to (90.405168, 23.730182)
Time : 19 : 40. Cost: 0.0007894896343856412time . Ride Car from  (90.405168, 23.730182) to (90.405239, 23.730144)
Time : 19 : 40. Cost: 0.0008562067153122035time . Ride Car from  (90.405239, 23.730144) to (90.405316, 23.730104)
Time : 19 : 40. Cost: 0.0006894226198023149time . Ride Car from  (90.405316, 23.730104) to (90.405378, 23.730048)
Time : 19 : 41. Cost: 0.0005782341941925077time . Ride Car from  (90.405378, 23.730048) to (90.40543000000001, 23.729986)
Time : 19 : 41. Cost: 0.004647948256207114time . Ride Car from  (90.40543000000001, 23.729986) to (90.40584799999999, 23.730007999999998)
Time : 19 : 41. Cost: 0.003725031806099477time . Ride Car from  (90.40584799999999, 23.730007999999998) to (90.406183, 23.730054)
Time : 19 : 41. Cost: 0.0024685274169323796time . Ride Car from  (90.406183, 23.730054) to (90.406405, 23.73006)
Time : 19 : 41. Cost: 0.0003352801680144662time . Ride Car from  (90.406405, 23.73006) to (90.40643399999999, 23.731223999999997)
Time : 19 : 41. Cost: 0.00017208679506824752time . Ride Car from  (90.40643399999999, 23.731223999999997) to (90.406449, 23.731761)
Time : 19 : 41. Cost: 7.413006827696052e-06Time.  Walk from (90.407374, 23.731759) to Destination  (90.40737, 23.73176)
